Quarter,HB,CancerType,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferralsTreatedWithin31Days,Date,Pandemic
2018Q1,S08000016,Head & Neck,12,8,24,0
2018Q1,S08000016,Lung,66,64,24,0
2018Q1,S08000016,Lymphoma,22,22,24,0
2018Q1,S08000016,Melanoma,12,12,24,0
2018Q1,S08000016,Ovarian,14,14,24,0
2018Q1,S08000016,Upper GI,32,32,24,0
2018Q1,S08000016,Urological,44,32,24,0
2018Q1,S08000017,Breast,42,42,24,0
2018Q1,S08000017,Colorectal,70,66,24,0
2018Q1,S08000017,Head & Neck,8,8,24,0
2018Q1,S08000017,Lung,56,56,24,0
2018Q1,S08000017,Lymphoma,16,16,24,0
2018Q1,S08000017,Melanoma,14,14,24,0
2018Q1,S08000017,Ovarian,6,6,24,0
2018Q1,S08000017,Upper GI,54,54,24,0
2018Q1,S08000017,Urological,82,60,24,0
2018Q1,S08000019,Breast,64,62,24,0
2018Q1,S08000019,Cervical,6,6,24,0
2018Q1,S08000019,Colorectal,86,80,24,0
2018Q1,S08000019,Head & Neck,32,30,24,0
2018Q1,S08000019,Lung,120,118,24,0
2018Q1,S08000019,Lymphoma,36,36,24,0
2018Q1,S08000019,Melanoma,46,40,24,0
2018Q1,S08000019,Ovarian,12,12,24,0
2018Q1,S08000019,Upper GI,48,46,24,0
2018Q1,S08000019,Urological,268,244,24,0
2018Q1,S08000020,Breast,214,190,24,0
2018Q1,S08000020,Cervical,16,14,24,0
2018Q1,S08000020,Colorectal,144,134,24,0
2018Q1,S08000020,Head & Neck,46,44,24,0
2018Q1,S08000020,Lung,208,186,24,0
2018Q1,S08000020,Lymphoma,66,66,24,0
2018Q1,S08000020,Melanoma,92,90,24,0
2018Q1,S08000020,Ovarian,22,22,24,0
2018Q1,S08000020,Upper GI,128,128,24,0
2018Q1,S08000020,Urological,310,232,24,0
2018Q1,S08000022,Breast,140,128,24,0
2018Q1,S08000022,Cervical,12,12,24,0
2018Q1,S08000022,Colorectal,90,84,24,0
2018Q1,S08000022,Head & Neck,26,26,24,0
2018Q1,S08000022,Lung,84,82,24,0
2018Q1,S08000022,Lymphoma,32,30,24,0
2018Q1,S08000022,Melanoma,38,36,24,0
2018Q1,S08000022,Ovarian,14,12,24,0
2018Q1,S08000022,Upper GI,88,86,24,0
2018Q1,S08000022,Urological,174,142,24,0
2018Q1,S08000024,Breast,352,350,24,0
2018Q1,S08000024,Cervical,30,28,24,0
2018Q1,S08000024,Colorectal,202,190,24,0
2018Q1,S08000024,Head & Neck,82,80,24,0
2018Q1,S08000024,Lung,232,232,24,0
2018Q1,S08000024,Lymphoma,72,72,24,0
2018Q1,S08000024,Melanoma,78,78,24,0
2018Q1,S08000024,Ovarian,22,22,24,0
2018Q1,S08000024,Upper GI,140,140,24,0
2018Q1,S08000024,Urological,358,246,24,0
2018Q1,S08000025,Colorectal,8,8,24,0
2018Q1,S08000025,Lung,6,6,24,0
2018Q1,S08000025,Melanoma,4,4,24,0
2018Q1,S08000025,Upper GI,8,6,24,0
2018Q1,S08000025,Urological,6,4,24,0
2018Q1,S08000026,Breast,12,12,24,0
2018Q1,S08000026,Colorectal,14,14,24,0
2018Q1,S08000026,Lung,6,6,24,0
2018Q1,S08000026,Melanoma,2,2,24,0
2018Q1,S08000026,Urological,8,8,24,0
2018Q1,S08000028,Colorectal,18,16,24,0
2018Q1,S08000028,Head & Neck,4,4,24,0
2018Q1,S08000028,Lung,16,16,24,0
2018Q1,S08000028,Lymphoma,4,4,24,0
2018Q1,S08000028,Upper GI,10,10,24,0
2018Q1,S08000028,Urological,12,10,24,0
2018Q1,S08000029,Breast,68,68,24,0
2018Q1,S08000029,Cervical,6,6,24,0
2018Q1,S08000029,Colorectal,100,100,24,0
2018Q1,S08000029,Head & Neck,40,38,24,0
2018Q1,S08000029,Lung,158,158,24,0
2018Q1,S08000029,Lymphoma,30,30,24,0
2018Q1,S08000029,Melanoma,16,16,24,0
2018Q1,S08000029,Ovarian,14,10,24,0
2018Q1,S08000029,Upper GI,92,92,24,0
2018Q1,S08000029,Urological,142,132,24,0
2018Q1,S08000030,Breast,214,192,24,0
2018Q1,S08000030,Cervical,12,12,24,0
2018Q1,S08000030,Colorectal,182,180,24,0
2018Q1,S08000030,Head & Neck,46,44,24,0
2018Q1,S08000030,Lung,144,136,24,0
2018Q1,S08000030,Lymphoma,64,64,24,0
2018Q1,S08000030,Melanoma,36,32,24,0
2018Q1,S08000030,Ovarian,10,10,24,0
2018Q1,S08000030,Upper GI,98,96,24,0
2018Q1,S08000030,Urological,260,218,24,0
2018Q1,S08000031,Breast,632,554,24,0
2018Q1,S08000031,Cervical,22,22,24,0
2018Q1,S08000031,Colorectal,374,364,24,0
2018Q1,S08000031,Head & Neck,150,148,24,0
2018Q1,S08000031,Lung,624,618,24,0
2018Q1,S08000031,Lymphoma,152,152,24,0
2018Q1,S08000031,Melanoma,112,112,24,0
2018Q1,S08000031,Ovarian,40,40,24,0
2018Q1,S08000031,Upper GI,290,278,24,0
2018Q1,S08000031,Urological,606,506,24,0
2018Q1,S08000032,Breast,190,190,24,0
2018Q1,S08000032,Cervical,14,14,24,0
2018Q1,S08000032,Colorectal,144,142,24,0
2018Q1,S08000032,Head & Neck,52,50,24,0
2018Q1,S08000032,Lung,232,232,24,0
2018Q1,S08000032,Lymphoma,72,72,24,0
2018Q1,S08000032,Melanoma,78,76,24,0
2018Q1,S08000032,Ovarian,14,14,24,0
2018Q1,S08000032,Upper GI,114,114,24,0
2018Q1,S08000032,Urological,250,248,24,0
2018Q2,S08000015,Breast,188,188,25,0
2018Q2,S08000015,Cervical,14,14,25,0
2018Q2,S08000015,Colorectal,108,104,25,0
2018Q2,S08000015,Head & Neck,46,46,25,0
2018Q2,S08000015,Lung,112,112,25,0
2018Q2,S08000015,Lymphoma,24,24,25,0
2018Q2,S08000015,Melanoma,26,26,25,0
2018Q2,S08000015,Ovarian,28,28,25,0
2018Q2,S08000015,Upper GI,70,70,25,0
2018Q2,S08000015,Urological,178,172,25,0
2018Q2,S08000016,Breast,38,38,25,0
2018Q2,S08000016,Cervical,2,2,25,0
2018Q2,S08000016,Colorectal,38,38,25,0
2018Q2,S08000016,Head & Neck,4,4,25,0
2018Q2,S08000016,Lung,50,50,25,0
2018Q2,S08000016,Lymphoma,14,14,25,0
2018Q2,S08000016,Melanoma,26,26,25,0
2018Q2,S08000016,Ovarian,10,10,25,0
2018Q2,S08000016,Upper GI,28,28,25,0
2018Q2,S08000016,Urological,54,52,25,0
2018Q2,S08000017,Breast,50,50,25,0
2018Q2,S08000017,Cervical,4,4,25,0
2018Q2,S08000017,Colorectal,62,62,25,0
2018Q2,S08000017,Head & Neck,4,2,25,0
2018Q2,S08000017,Lung,68,68,25,0
2018Q2,S08000017,Lymphoma,18,18,25,0
2018Q2,S08000017,Melanoma,26,26,25,0
2018Q2,S08000017,Ovarian,10,8,25,0
2018Q2,S08000017,Upper GI,36,36,25,0
2018Q2,S08000017,Urological,88,72,25,0
2018Q2,S08000019,Breast,86,86,25,0
2018Q2,S08000019,Cervical,12,12,25,0
2018Q2,S08000019,Colorectal,112,104,25,0
2018Q2,S08000019,Head & Neck,22,22,25,0
2018Q2,S08000019,Lung,104,104,25,0
2018Q2,S08000019,Lymphoma,36,36,25,0
2018Q2,S08000019,Melanoma,50,46,25,0
2018Q2,S08000019,Ovarian,10,10,25,0
2018Q2,S08000019,Upper GI,88,88,25,0
2018Q2,S08000019,Urological,186,176,25,0
2018Q2,S08000020,Breast,226,210,25,0
2018Q2,S08000020,Cervical,8,8,25,0
2018Q2,S08000020,Colorectal,194,170,25,0
2018Q2,S08000020,Head & Neck,64,60,25,0
2018Q2,S08000020,Lung,240,228,25,0
2018Q2,S08000020,Lymphoma,62,60,25,0
2018Q2,S08000020,Melanoma,92,92,25,0
2018Q2,S08000020,Ovarian,26,26,25,0
2018Q2,S08000020,Upper GI,160,160,25,0
2018Q2,S08000020,Urological,342,300,25,0
2018Q2,S08000022,Breast,170,158,25,0
2018Q2,S08000022,Cervical,10,10,25,0
2018Q2,S08000022,Colorectal,98,88,25,0
2018Q2,S08000022,Head & Neck,24,24,25,0
2018Q2,S08000022,Lung,112,112,25,0
2018Q2,S08000022,Lymphoma,20,20,25,0
2018Q2,S08000022,Melanoma,38,36,25,0
2018Q2,S08000022,Ovarian,18,18,25,0
2018Q2,S08000022,Upper GI,66,66,25,0
2018Q2,S08000022,Urological,142,116,25,0
2018Q2,S08000024,Breast,442,440,25,0
2018Q2,S08000024,Cervical,14,12,25,0
2018Q2,S08000024,Colorectal,232,222,25,0
2018Q2,S08000024,Head & Neck,72,72,25,0
2018Q2,S08000024,Lung,204,202,25,0
2018Q2,S08000024,Lymphoma,64,64,25,0
2018Q2,S08000024,Melanoma,114,114,25,0
2018Q2,S08000024,Ovarian,20,20,25,0
2018Q2,S08000024,Upper GI,190,184,25,0
2018Q2,S08000024,Urological,336,250,25,0
2018Q2,S08000025,Colorectal,6,6,25,0
2018Q2,S08000025,Lung,4,4,25,0
2018Q2,S08000025,Lymphoma,4,4,25,0
2018Q2,S08000025,Upper GI,8,8,25,0
2018Q2,S08000026,Breast,4,4,25,0
2018Q2,S08000026,Colorectal,2,2,25,0
2018Q2,S08000026,Head & Neck,2,2,25,0
2018Q2,S08000026,Lung,10,10,25,0
2018Q2,S08000026,Lymphoma,2,2,25,0
2018Q2,S08000026,Melanoma,2,2,25,0
2018Q2,S08000026,Ovarian,4,4,25,0
2018Q2,S08000026,Upper GI,2,2,25,0
2018Q2,S08000026,Urological,20,20,25,0
2018Q2,S08000028,Colorectal,2,2,25,0
2018Q2,S08000028,Lung,16,16,25,0
2018Q2,S08000028,Lymphoma,2,2,25,0
2018Q2,S08000028,Melanoma,4,4,25,0
2018Q2,S08000028,Ovarian,4,4,25,0
2018Q2,S08000028,Upper GI,12,12,25,0
2018Q2,S08000028,Urological,4,4,25,0
2018Q2,S08000029,Breast,100,100,25,0
2018Q2,S08000029,Cervical,8,8,25,0
2018Q2,S08000029,Colorectal,92,92,25,0
2018Q2,S08000029,Head & Neck,56,50,25,0
2018Q2,S08000029,Lung,150,134,25,0
2018Q2,S08000029,Lymphoma,22,22,25,0
2018Q2,S08000029,Melanoma,40,38,25,0
2018Q2,S08000029,Ovarian,18,14,25,0
2018Q2,S08000029,Upper GI,102,102,25,0
2018Q2,S08000029,Urological,190,168,25,0
2018Q2,S08000030,Breast,198,194,25,0
2018Q2,S08000030,Cervical,20,20,25,0
2018Q2,S08000030,Colorectal,158,158,25,0
2018Q2,S08000030,Head & Neck,38,34,25,0
2018Q2,S08000030,Lung,178,162,25,0
2018Q2,S08000030,Lymphoma,42,42,25,0
2018Q2,S08000030,Melanoma,48,42,25,0
2018Q2,S08000030,Ovarian,12,10,25,0
2018Q2,S08000030,Upper GI,98,98,25,0
2018Q2,S08000030,Urological,248,228,25,0
2018Q2,S08000031,Breast,750,672,25,0
2018Q2,S08000031,Cervical,18,18,25,0
2018Q2,S08000031,Colorectal,330,322,25,0
2018Q2,S08000031,Head & Neck,168,162,25,0
2018Q2,S08000031,Lung,504,496,25,0
2018Q2,S08000031,Lymphoma,168,168,25,0
2018Q2,S08000031,Melanoma,180,178,25,0
2018Q2,S08000031,Ovarian,52,52,25,0
2018Q2,S08000031,Upper GI,318,316,25,0
2018Q2,S08000031,Urological,642,572,25,0
2018Q2,S08000032,Breast,202,202,25,0
2018Q2,S08000032,Cervical,4,4,25,0
2018Q2,S08000032,Colorectal,184,176,25,0
2018Q2,S08000032,Head & Neck,56,56,25,0
2018Q2,S08000032,Lung,250,250,25,0
2018Q2,S08000032,Lymphoma,58,58,25,0
2018Q2,S08000032,Melanoma,60,60,25,0
2018Q2,S08000032,Ovarian,18,16,25,0
2018Q2,S08000032,Upper GI,118,118,25,0
2018Q2,S08000032,Urological,252,248,25,0
2018Q3,S08000015,Breast,206,202,26,0
2018Q3,S08000015,Cervical,16,16,26,0
2018Q3,S08000015,Colorectal,122,118,26,0
2018Q3,S08000015,Head & Neck,30,30,26,0
2018Q3,S08000015,Lung,118,118,26,0
2018Q3,S08000015,Lymphoma,2,2,26,0
2018Q3,S08000015,Melanoma,40,40,26,0
2018Q3,S08000015,Ovarian,12,12,26,0
2018Q3,S08000015,Upper GI,58,58,26,0
2018Q3,S08000015,Urological,180,180,26,0
2018Q3,S08000016,Breast,38,38,26,0
2018Q3,S08000016,Cervical,4,4,26,0
2018Q3,S08000016,Colorectal,40,40,26,0
2018Q3,S08000016,Head & Neck,12,12,26,0
2018Q3,S08000016,Lung,56,54,26,0
2018Q3,S08000016,Lymphoma,10,10,26,0
2018Q3,S08000016,Melanoma,8,8,26,0
2018Q3,S08000016,Ovarian,8,8,26,0
2018Q3,S08000016,Upper GI,32,30,26,0
2018Q3,S08000016,Urological,58,56,26,0
2018Q3,S08000017,Breast,50,48,26,0
2018Q3,S08000017,Cervical,6,6,26,0
2018Q3,S08000017,Colorectal,58,54,26,0
2018Q3,S08000017,Head & Neck,16,16,26,0
2018Q3,S08000017,Lung,84,84,26,0
2018Q3,S08000017,Lymphoma,20,20,26,0
2018Q3,S08000017,Melanoma,14,14,26,0
2018Q3,S08000017,Ovarian,12,12,26,0
2018Q3,S08000017,Upper GI,62,62,26,0
2018Q3,S08000017,Urological,100,72,26,0
2018Q3,S08000019,Breast,98,94,26,0
2018Q3,S08000019,Cervical,10,10,26,0
2018Q3,S08000019,Colorectal,108,98,26,0
2018Q3,S08000019,Head & Neck,52,48,26,0
2018Q3,S08000019,Lung,110,108,26,0
2018Q3,S08000019,Lymphoma,28,28,26,0
2018Q3,S08000019,Melanoma,38,34,26,0
2018Q3,S08000019,Ovarian,12,12,26,0
2018Q3,S08000019,Upper GI,84,84,26,0
2018Q3,S08000019,Urological,272,248,26,0
2018Q3,S08000020,Breast,236,216,26,0
2018Q3,S08000020,Cervical,10,10,26,0
2018Q3,S08000020,Colorectal,176,168,26,0
2018Q3,S08000020,Head & Neck,52,52,26,0
2018Q3,S08000020,Lung,216,212,26,0
2018Q3,S08000020,Lymphoma,72,70,26,0
2018Q3,S08000020,Melanoma,44,44,26,0
2018Q3,S08000020,Ovarian,32,32,26,0
2018Q3,S08000020,Upper GI,134,134,26,0
2018Q3,S08000020,Urological,298,218,26,0
2018Q3,S08000022,Breast,154,152,26,0
2018Q3,S08000022,Cervical,2,2,26,0
2018Q3,S08000022,Colorectal,94,94,26,0
2018Q3,S08000022,Head & Neck,34,32,26,0
2018Q3,S08000022,Lung,98,98,26,0
2018Q3,S08000022,Lymphoma,32,32,26,0
2018Q3,S08000022,Melanoma,58,56,26,0
2018Q3,S08000022,Ovarian,22,22,26,0
2018Q3,S08000022,Upper GI,72,70,26,0
2018Q3,S08000022,Urological,122,94,26,0
2018Q3,S08000024,Breast,514,508,26,0
2018Q3,S08000024,Cervical,32,32,26,0
2018Q3,S08000024,Colorectal,218,204,26,0
2018Q3,S08000024,Head & Neck,96,96,26,0
2018Q3,S08000024,Lung,208,208,26,0
2018Q3,S08000024,Lymphoma,84,84,26,0
2018Q3,S08000024,Melanoma,76,68,26,0
2018Q3,S08000024,Ovarian,20,18,26,0
2018Q3,S08000024,Upper GI,158,158,26,0
2018Q3,S08000024,Urological,366,310,26,0
2018Q3,S08000025,Colorectal,4,4,26,0
2018Q3,S08000025,Lung,2,2,26,0
2018Q3,S08000025,Lymphoma,2,2,26,0
2018Q3,S08000025,Ovarian,2,2,26,0
2018Q3,S08000025,Upper GI,4,4,26,0
2018Q3,S08000025,Urological,8,6,26,0
2018Q3,S08000026,Breast,2,2,26,0
2018Q3,S08000026,Cervical,4,4,26,0
2018Q3,S08000026,Colorectal,4,4,26,0
2018Q3,S08000026,Lymphoma,2,2,26,0
2018Q3,S08000026,Melanoma,4,4,26,0
2018Q3,S08000026,Ovarian,2,2,26,0
2018Q3,S08000026,Upper GI,6,6,26,0
2018Q3,S08000026,Urological,14,8,26,0
2018Q3,S08000028,Breast,4,4,26,0
2018Q3,S08000028,Colorectal,14,10,26,0
2018Q3,S08000028,Lung,16,16,26,0
2018Q3,S08000028,Melanoma,4,2,26,0
2018Q3,S08000028,Ovarian,4,4,26,0
2018Q3,S08000028,Upper GI,6,6,26,0
2018Q3,S08000028,Urological,6,6,26,0
2018Q3,S08000029,Breast,98,92,26,0
2018Q3,S08000029,Cervical,16,16,26,0
2018Q3,S08000029,Colorectal,126,126,26,0
2018Q3,S08000029,Head & Neck,66,64,26,0
2018Q3,S08000029,Lung,178,172,26,0
2018Q3,S08000029,Lymphoma,40,40,26,0
2018Q3,S08000029,Melanoma,58,58,26,0
2018Q3,S08000029,Ovarian,14,12,26,0
2018Q3,S08000029,Upper GI,78,78,26,0
2018Q3,S08000029,Urological,194,170,26,0
2018Q3,S08000030,Breast,224,202,26,0
2018Q3,S08000030,Cervical,22,22,26,0
2018Q3,S08000030,Colorectal,134,128,26,0
2018Q3,S08000030,Head & Neck,44,40,26,0
2018Q3,S08000030,Lung,146,136,26,0
2018Q3,S08000030,Lymphoma,26,26,26,0
2018Q3,S08000030,Melanoma,70,66,26,0
2018Q3,S08000030,Ovarian,18,18,26,0
2018Q3,S08000030,Upper GI,96,96,26,0
2018Q3,S08000030,Urological,204,192,26,0
2018Q3,S08000031,Breast,756,688,26,0
2018Q3,S08000031,Cervical,18,18,26,0
2018Q3,S08000031,Colorectal,396,382,26,0
2018Q3,S08000031,Head & Neck,156,156,26,0
2018Q3,S08000031,Lung,638,612,26,0
2018Q3,S08000031,Lymphoma,154,154,26,0
2018Q3,S08000031,Melanoma,168,166,26,0
2018Q3,S08000031,Ovarian,50,50,26,0
2018Q3,S08000031,Upper GI,292,288,26,0
2018Q3,S08000031,Urological,784,750,26,0
2018Q3,S08000032,Breast,206,202,26,0
2018Q3,S08000032,Cervical,14,14,26,0
2018Q3,S08000032,Colorectal,160,160,26,0
2018Q3,S08000032,Head & Neck,76,74,26,0
2018Q3,S08000032,Lung,216,214,26,0
2018Q3,S08000032,Lymphoma,38,38,26,0
2018Q3,S08000032,Melanoma,90,90,26,0
2018Q3,S08000032,Ovarian,18,18,26,0
2018Q3,S08000032,Upper GI,96,96,26,0
2018Q3,S08000032,Urological,248,240,26,0
2018Q4,S08000015,Breast,218,218,27,0
2018Q4,S08000015,Cervical,16,16,27,0
2018Q4,S08000015,Colorectal,162,160,27,0
2018Q4,S08000015,Head & Neck,46,46,27,0
2018Q4,S08000015,Lung,136,136,27,0
2018Q4,S08000015,Lymphoma,6,6,27,0
2018Q4,S08000015,Melanoma,38,38,27,0
2018Q4,S08000015,Ovarian,26,26,27,0
2018Q4,S08000015,Upper GI,88,88,27,0
2018Q4,S08000015,Urological,122,120,27,0
2018Q4,S08000016,Breast,44,44,27,0
2018Q4,S08000016,Colorectal,34,32,27,0
2018Q4,S08000016,Head & Neck,4,4,27,0
2018Q4,S08000016,Lung,40,36,27,0
2018Q4,S08000016,Lymphoma,14,14,27,0
2018Q4,S08000016,Melanoma,12,12,27,0
2018Q4,S08000016,Ovarian,4,4,27,0
2018Q4,S08000016,Upper GI,32,32,27,0
2018Q4,S08000016,Urological,60,60,27,0
2018Q4,S08000017,Breast,76,76,27,0
2018Q4,S08000017,Colorectal,56,54,27,0
2018Q4,S08000017,Head & Neck,18,18,27,0
2018Q4,S08000017,Lung,74,74,27,0
2018Q4,S08000017,Lymphoma,22,22,27,0
2018Q4,S08000017,Melanoma,26,26,27,0
2018Q4,S08000017,Ovarian,8,8,27,0
2018Q4,S08000017,Upper GI,46,46,27,0
2018Q4,S08000017,Urological,130,122,27,0
2018Q4,S08000019,Breast,94,72,27,0
2018Q4,S08000019,Cervical,8,8,27,0
2018Q4,S08000019,Colorectal,88,88,27,0
2018Q4,S08000019,Head & Neck,30,28,27,0
2018Q4,S08000019,Lung,108,104,27,0
2018Q4,S08000019,Lymphoma,38,38,27,0
2018Q4,S08000019,Melanoma,38,36,27,0
2018Q4,S08000019,Ovarian,10,10,27,0
2018Q4,S08000019,Upper GI,68,68,27,0
2018Q4,S08000019,Urological,196,182,27,0
2018Q4,S08000020,Breast,226,216,27,0
2018Q4,S08000020,Cervical,18,18,27,0
2018Q4,S08000020,Colorectal,210,198,27,0
2018Q4,S08000020,Head & Neck,64,62,27,0
2018Q4,S08000020,Lung,224,218,27,0
2018Q4,S08000020,Lymphoma,66,62,27,0
2018Q4,S08000020,Melanoma,80,76,27,0
2018Q4,S08000020,Ovarian,26,26,27,0
2018Q4,S08000020,Upper GI,134,134,27,0
2018Q4,S08000020,Urological,380,290,27,0
2018Q4,S08000022,Breast,152,152,27,0
2018Q4,S08000022,Cervical,8,8,27,0
2018Q4,S08000022,Colorectal,96,94,27,0
2018Q4,S08000022,Head & Neck,20,20,27,0
2018Q4,S08000022,Lung,106,106,27,0
2018Q4,S08000022,Lymphoma,44,44,27,0
2018Q4,S08000022,Melanoma,42,40,27,0
2018Q4,S08000022,Ovarian,8,8,27,0
2018Q4,S08000022,Upper GI,74,72,27,0
2018Q4,S08000022,Urological,134,102,27,0
2018Q4,S08000024,Breast,484,482,27,0
2018Q4,S08000024,Cervical,32,32,27,0
2018Q4,S08000024,Colorectal,214,182,27,0
2018Q4,S08000024,Head & Neck,100,100,27,0
2018Q4,S08000024,Lung,356,350,27,0
2018Q4,S08000024,Lymphoma,88,88,27,0
2018Q4,S08000024,Melanoma,54,54,27,0
2018Q4,S08000024,Ovarian,34,30,27,0
2018Q4,S08000024,Upper GI,158,158,27,0
2018Q4,S08000024,Urological,378,350,27,0
2018Q4,S08000025,Breast,4,4,27,0
2018Q4,S08000025,Colorectal,12,8,27,0
2018Q4,S08000025,Head & Neck,2,2,27,0
2018Q4,S08000025,Lung,4,4,27,0
2018Q4,S08000025,Lymphoma,2,2,27,0
2018Q4,S08000025,Upper GI,6,6,27,0
2018Q4,S08000025,Urological,6,4,27,0
2018Q4,S08000026,Breast,6,6,27,0
2018Q4,S08000026,Cervical,2,2,27,0
2018Q4,S08000026,Colorectal,10,10,27,0
2018Q4,S08000026,Head & Neck,4,4,27,0
2018Q4,S08000026,Lung,2,2,27,0
2018Q4,S08000026,Melanoma,2,2,27,0
2018Q4,S08000026,Ovarian,2,2,27,0
2018Q4,S08000026,Upper GI,8,8,27,0
2018Q4,S08000026,Urological,20,16,27,0
2018Q4,S08000028,Breast,2,2,27,0
2018Q4,S08000028,Colorectal,6,4,27,0
2018Q4,S08000028,Head & Neck,4,4,27,0
2018Q4,S08000028,Lung,8,8,27,0
2018Q4,S08000028,Lymphoma,4,4,27,0
2018Q4,S08000028,Melanoma,2,2,27,0
2018Q4,S08000028,Upper GI,8,8,27,0
2018Q4,S08000028,Urological,14,10,27,0
2018Q4,S08000029,Breast,106,94,27,0
2018Q4,S08000029,Cervical,4,4,27,0
2018Q4,S08000029,Colorectal,152,152,27,0
2018Q4,S08000029,Head & Neck,24,24,27,0
2018Q4,S08000029,Lung,176,166,27,0
2018Q4,S08000029,Lymphoma,38,38,27,0
2018Q4,S08000029,Melanoma,32,32,27,0
2018Q4,S08000029,Ovarian,12,10,27,0
2018Q4,S08000029,Upper GI,94,94,27,0
2018Q4,S08000029,Urological,190,174,27,0
2018Q4,S08000030,Breast,220,202,27,0
2018Q4,S08000030,Cervical,22,18,27,0
2018Q4,S08000030,Colorectal,156,150,27,0
2018Q4,S08000030,Head & Neck,32,26,27,0
2018Q4,S08000030,Lung,198,178,27,0
2018Q4,S08000030,Lymphoma,36,36,27,0
2018Q4,S08000030,Melanoma,82,74,27,0
2018Q4,S08000030,Ovarian,14,14,27,0
2018Q4,S08000030,Upper GI,96,96,27,0
2018Q4,S08000030,Urological,206,168,27,0
2018Q4,S08000031,Breast,784,706,27,0
2018Q4,S08000031,Cervical,30,30,27,0
2018Q4,S08000031,Colorectal,410,404,27,0
2018Q4,S08000031,Head & Neck,166,166,27,0
2018Q4,S08000031,Lung,574,548,27,0
2018Q4,S08000031,Lymphoma,152,152,27,0
2018Q4,S08000031,Melanoma,142,140,27,0
2018Q4,S08000031,Ovarian,62,62,27,0
2018Q4,S08000031,Upper GI,272,266,27,0
2018Q4,S08000031,Urological,810,744,27,0
2018Q4,S08000032,Breast,160,158,27,0
2018Q4,S08000032,Cervical,24,24,27,0
2018Q4,S08000032,Colorectal,136,134,27,0
2018Q4,S08000032,Head & Neck,78,78,27,0
2018Q4,S08000032,Lung,294,284,27,0
2018Q4,S08000032,Lymphoma,66,66,27,0
2018Q4,S08000032,Melanoma,76,76,27,0
2018Q4,S08000032,Ovarian,26,26,27,0
2018Q4,S08000032,Upper GI,126,126,27,0
2018Q4,S08000032,Urological,240,236,27,0
2019Q1,S08000015,Breast,192,186,28,0
2019Q1,S08000015,Cervical,14,14,28,0
2019Q1,S08000015,Colorectal,94,92,28,0
2019Q1,S08000015,Head & Neck,38,36,28,0
2019Q1,S08000015,Lung,110,110,28,0
2019Q1,S08000015,Lymphoma,10,10,28,0
2019Q1,S08000015,Melanoma,40,40,28,0
2019Q1,S08000015,Ovarian,20,20,28,0
2019Q1,S08000015,Upper GI,74,74,28,0
2019Q1,S08000015,Urological,190,186,28,0
2019Q1,S08000016,Breast,32,32,28,0
2019Q1,S08000016,Cervical,2,2,28,0
2019Q1,S08000016,Colorectal,52,52,28,0
2019Q1,S08000016,Head & Neck,14,14,28,0
2019Q1,S08000016,Lung,52,52,28,0
2019Q1,S08000016,Lymphoma,16,16,28,0
2019Q1,S08000016,Melanoma,16,16,28,0
2019Q1,S08000016,Ovarian,6,6,28,0
2019Q1,S08000016,Upper GI,20,20,28,0
2019Q1,S08000016,Urological,46,46,28,0
2019Q1,S08000017,Breast,44,44,28,0
2019Q1,S08000017,Cervical,2,2,28,0
2019Q1,S08000017,Colorectal,46,42,28,0
2019Q1,S08000017,Head & Neck,18,18,28,0
2019Q1,S08000017,Lung,90,90,28,0
2019Q1,S08000017,Lymphoma,12,12,28,0
2019Q1,S08000017,Melanoma,20,20,28,0
2019Q1,S08000017,Ovarian,8,8,28,0
2019Q1,S08000017,Upper GI,42,42,28,0
2019Q1,S08000017,Urological,90,80,28,0
2019Q1,S08000019,Breast,68,64,28,0
2019Q1,S08000019,Cervical,8,8,28,0
2019Q1,S08000019,Colorectal,96,88,28,0
2019Q1,S08000019,Head & Neck,32,32,28,0
2019Q1,S08000019,Lung,106,106,28,0
2019Q1,S08000019,Lymphoma,34,34,28,0
2019Q1,S08000019,Melanoma,36,36,28,0
2019Q1,S08000019,Ovarian,14,14,28,0
2019Q1,S08000019,Upper GI,76,76,28,0
2019Q1,S08000019,Urological,204,198,28,0
2019Q1,S08000020,Breast,208,206,28,0
2019Q1,S08000020,Cervical,22,16,28,0
2019Q1,S08000020,Colorectal,202,182,28,0
2019Q1,S08000020,Head & Neck,80,78,28,0
2019Q1,S08000020,Lung,192,188,28,0
2019Q1,S08000020,Lymphoma,72,70,28,0
2019Q1,S08000020,Melanoma,62,62,28,0
2019Q1,S08000020,Ovarian,18,18,28,0
2019Q1,S08000020,Upper GI,148,148,28,0
2019Q1,S08000020,Urological,318,272,28,0
2019Q1,S08000022,Breast,146,138,28,0
2019Q1,S08000022,Cervical,10,10,28,0
2019Q1,S08000022,Colorectal,106,102,28,0
2019Q1,S08000022,Head & Neck,28,28,28,0
2019Q1,S08000022,Lung,88,88,28,0
2019Q1,S08000022,Lymphoma,34,34,28,0
2019Q1,S08000022,Melanoma,32,26,28,0
2019Q1,S08000022,Ovarian,12,12,28,0
2019Q1,S08000022,Upper GI,82,80,28,0
2019Q1,S08000022,Urological,174,146,28,0
2019Q1,S08000024,Breast,436,434,28,0
2019Q1,S08000024,Cervical,26,24,28,0
2019Q1,S08000024,Colorectal,204,182,28,0
